runid	clusterid	annote	Methanothermococcus_archaeon_SAG_AD_155_C09	Methanothermococcus_archaeon_SAG_AD_155_K20	Methanothermococcus_archaeon_SAG_AD_155_M21	Methanothermococcus_archaeon_SAG_AD_155_N22	Methanothermococcus_archaeon_SAG_AD_155_E23
all_I_2.0_c_0.4_m_maxbit	112	hypothetical protein_ga0150974_103314	fig|155862.1.peg.679	NONE	fig|155862.4.peg.123	fig|155862.5.peg.179	fig|155862.2.peg.701
all_I_2.0_c_0.4_m_maxbit	1543	ribosomal protein s24e_ga0150975_12745	NONE	NONE	NONE	fig|155862.5.peg.198	NONE
all_I_2.0_c_0.4_m_maxbit	1425	glycosyl transferases group 1_ga0150974_12853	NONE	NONE	fig|155862.4.peg.518	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	826	 predicted aconitase subunit 2_ga0150972_1026105	fig|155862.1.peg.769	NONE	fig|155862.4.peg.311	NONE	fig|155862.2.peg.109
all_I_2.0_c_0.4_m_maxbit	193	balt/nickel transport system atp-binding protein_ga0150972_10403	fig|155862.1.peg.1324	NONE	fig|155862.4.peg.679	fig|155862.5.peg.349	fig|155862.2.peg.182
all_I_2.0_c_0.4_m_maxbit	1684	ihydrolipoamide dehydrogenase_ga0150971_108324	fig|155862.1.peg.866	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1115	2-(3-amino-3-carboxypropyl)histidine synthase_ga0150972_123859	fig|155862.1.peg.439	NONE	NONE	NONE	fig|155862.2.peg.987
all_I_2.0_c_0.4_m_maxbit	1518	 methylthioadenosine phosphorylase_ga0150971_10233	fig|155862.1.peg.236	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	907	hypothetical protein_ga0150975_134017	NONE	fig|155862.3.peg.64	NONE	fig|155862.5.peg.794;fig|155862.5.peg.307	NONE
all_I_2.0_c_0.4_m_maxbit	350	small subunit ribosomal protein s17e_ga0150975_14216	fig|155862.1.peg.742	NONE	fig|155862.4.peg.447	fig|155862.5.peg.390	fig|155862.2.peg.373
all_I_2.0_c_0.4_m_maxbit	1765	hypothetical protein_ga0150973_102736	NONE	fig|155862.3.peg.13	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1192	ansporter family protein_ga0150971_108610	fig|155862.1.peg.894	NONE	NONE	NONE	fig|155862.2.peg.868
all_I_2.0_c_0.4_m_maxbit	597	ansporter family protein_ga0150972_10268	fig|155862.1.peg.1350;fig|155862.1.peg.413	NONE	NONE	NONE	fig|155862.2.peg.15
all_I_2.0_c_0.4_m_maxbit	24	tatd-related deoxyribonuclease_ga0150975_15895	fig|155862.1.peg.961	fig|155862.3.peg.2	fig|155862.4.peg.817	fig|155862.5.peg.646;fig|155862.5.peg.477	fig|155862.2.peg.1051
all_I_2.0_c_0.4_m_maxbit	431	hypothetical protein_ga0150971_10071	fig|155862.1.peg.73	NONE	NONE	fig|155862.5.peg.171	fig|155862.2.peg.7
all_I_2.0_c_0.4_m_maxbit	1337	hypothetical protein_ga0150974_114424	NONE	NONE	fig|155862.4.peg.264	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	674	ncharacterized protein_ga0150972_124330	fig|155862.1.peg.450	NONE	fig|155862.4.peg.861	NONE	fig|155862.2.peg.1038
all_I_2.0_c_0.4_m_maxbit	105	vps4 c terminal oligomerisation domain-containing protein_ga0150974_15015	fig|155862.1.peg.1378	NONE	fig|155862.4.peg.787;fig|155862.4.peg.456	NONE	fig|155862.2.peg.297
all_I_2.0_c_0.4_m_maxbit	1596	winged helix-turn-helix dna-binding_ga0150975_10139	NONE	NONE	NONE	fig|155862.5.peg.22	NONE
all_I_2.0_c_0.4_m_maxbit	1430	 carbohydrate abc transporter atp-binding protein, cut1 family_ga0150975_134910	NONE	NONE	NONE	fig|155862.5.peg.318	NONE
all_I_2.0_c_0.4_m_maxbit	819	hypothetical protein_ga0150971_10072	fig|155862.1.peg.74	NONE	NONE	fig|155862.5.peg.169	fig|155862.2.peg.6
all_I_2.0_c_0.4_m_maxbit	198	 thiamine-phosphate diphosphorylase_ga0150975_136214	fig|155862.1.peg.1323	NONE	fig|155862.4.peg.680	fig|155862.5.peg.350	fig|155862.2.peg.181
all_I_2.0_c_0.4_m_maxbit	1677	hypothetical protein_ga0150971_10081	fig|155862.1.peg.83	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1104	magnesium chelatase subunit i_ga0150971_104039	fig|155862.1.peg.468	NONE	NONE	fig|155862.5.peg.352	NONE
all_I_2.0_c_0.4_m_maxbit	1511	hypothetical protein_ga0150972_116631	NONE	NONE	NONE	NONE	fig|155862.2.peg.692
all_I_2.0_c_0.4_m_maxbit	896	 dna-directed rna polymerase, subunit e'_ga0150972_10776	NONE	NONE	fig|155862.4.peg.364	fig|155862.5.peg.194	fig|155862.2.peg.242
all_I_2.0_c_0.4_m_maxbit	343	 ssu ribosomal protein s15p_ga0150974_13957	fig|155862.1.peg.711	NONE	fig|155862.4.peg.675	fig|155862.5.peg.70	fig|155862.2.peg.338
all_I_2.0_c_0.4_m_maxbit	1818	hypothetical protein_ga0150975_13405	NONE	NONE	NONE	fig|155862.5.peg.295	NONE
all_I_2.0_c_0.4_m_maxbit	1185	 chorismate mutase_ga0150972_113211	fig|155862.1.peg.82	NONE	NONE	NONE	fig|155862.2.peg.439
all_I_2.0_c_0.4_m_maxbit	586	 lsu ribosomal protein l15e_ga0150971_11297	fig|155862.1.peg.1334	NONE	fig|155862.4.peg.189	NONE	fig|155862.2.peg.1124
all_I_2.0_c_0.4_m_maxbit	17	 membrane-bound hydrogenase subunit ehbm_ga0150972_11073	fig|155862.1.peg.1234;fig|155862.1.peg.869	NONE	fig|155862.4.peg.390	fig|155862.5.peg.280	fig|155862.2.peg.403;fig|155862.2.peg.383
all_I_2.0_c_0.4_m_maxbit	420	 cobalt-precorrin 4 c11-methyltransferase_ga0150971_11133	fig|155862.1.peg.1175	NONE	fig|155862.4.peg.136	NONE	fig|155862.2.peg.344
all_I_2.0_c_0.4_m_maxbit	1342	hypothetical protein_ga0150974_115013	NONE	NONE	fig|155862.4.peg.277	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	731	hypothetical protein_ga0150975_16907	fig|155862.1.peg.460	NONE	NONE	fig|155862.5.peg.615	fig|155862.2.peg.674
all_I_2.0_c_0.4_m_maxbit	110	 ribonucleoside-triphosphate reductase class iii catalytic subuni_ga0150974_102213	fig|155862.1.peg.101	NONE	fig|155862.4.peg.106	fig|155862.5.peg.411	fig|155862.2.peg.1089
all_I_2.0_c_0.4_m_maxbit	1589	 crispr-associated protein, cas6 family_ga0150971_104049	fig|155862.1.peg.478	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1423	glycosyltransferase involved in cell wall bisynthesis_ga0150971_103819	fig|155862.1.peg.387	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	808	putative f0f1-atpase subunit ca2+/mg2+ transporte_ga0150975_10501	fig|155862.1.peg.699	NONE	fig|155862.4.peg.118	fig|155862.5.peg.60	NONE
all_I_2.0_c_0.4_m_maxbit	255	 formylmethanofuran dehydrogenase, subunit c_ga0150974_11576	fig|155862.1.peg.250	NONE	fig|155862.4.peg.283	fig|155862.5.peg.718	fig|155862.2.peg.425
all_I_2.0_c_0.4_m_maxbit	1666	hypothetical protein_ga0150971_10074	fig|155862.1.peg.76	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1097	gdpmannose 4,6-dehydratase_ga0150971_10389	fig|155862.1.peg.377	NONE	NONE	fig|155862.5.peg.298	NONE
all_I_2.0_c_0.4_m_maxbit	953	 pyruvate ferredoxin oxidoreductase, alpha subuni_ga0150971_11064	fig|155862.1.peg.1120	NONE	NONE	NONE	fig|155862.2.peg.1026
all_I_2.0_c_0.4_m_maxbit	332	rna (pseudouridine54-n1)-methyltransferase_ga0150975_105223	fig|155862.1.peg.652	NONE	NONE	fig|155862.5.peg.706;fig|155862.5.peg.85	fig|155862.2.peg.968
all_I_2.0_c_0.4_m_maxbit	1811	hypothetical protein_ga0150975_12871	NONE	NONE	NONE	fig|155862.5.peg.215	NONE
all_I_2.0_c_0.4_m_maxbit	1190	 membrane-bound hydrogenase subunit ehbl_ga0150971_10084	fig|155862.1.peg.86	NONE	NONE	fig|155862.5.peg.281	NONE
all_I_2.0_c_0.4_m_maxbit	579	 lsu ribosomal protein l6p_ga0150972_102640	fig|155862.1.peg.132	NONE	fig|155862.4.peg.647	NONE	fig|155862.2.peg.46
all_I_2.0_c_0.4_m_maxbit	22	hypothetical protein_ga0150975_134016	fig|155862.1.peg.383	fig|155862.3.peg.65	fig|155862.4.peg.516	fig|155862.5.peg.795;fig|155862.5.peg.306	fig|155862.2.peg.651
all_I_2.0_c_0.4_m_maxbit	477	ative hydrolase of the had superfamily_ga0150974_102022	fig|155862.1.peg.1138	NONE	fig|155862.4.peg.81	NONE	fig|155862.2.peg.252
all_I_2.0_c_0.4_m_maxbit	1335	methanogenesis imperfect marker protein 11_ga0150972_114365	NONE	NONE	NONE	NONE	fig|155862.2.peg.546
all_I_2.0_c_0.4_m_maxbit	720	 1-cys peroxiredoxin_ga0150971_100411	fig|155862.1.peg.39	NONE	fig|155862.4.peg.723	fig|155862.5.peg.161	NONE
all_I_2.0_c_0.4_m_maxbit	103	phytoene dehydrogenase-related protein_ga0150971_109336	fig|155862.1.peg.1000	NONE	fig|155862.4.peg.755	fig|155862.5.peg.185	fig|155862.2.peg.556
all_I_2.0_c_0.4_m_maxbit	1578	hypothetical protein_ga0150971_100417	fig|155862.1.peg.45	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1412	rna synthetases class i (i, l, m and v)_ga0150974_10201	NONE	NONE	fig|155862.4.peg.60	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	801	 nucleoside diphosphate kinase_ga0150971_10588	fig|155862.1.peg.682	NONE	fig|155862.4.peg.126	NONE	fig|155862.2.peg.765
all_I_2.0_c_0.4_m_maxbit	244	segregation and condensation protein b_ga0150975_163124	fig|155862.1.peg.199	NONE	NONE	fig|155862.5.peg.535;fig|155862.5.peg.212	fig|155862.2.peg.1105
all_I_2.0_c_0.4_m_maxbit	1723	malate/l-lactate dehydrogenase_ga0150975_18821	NONE	NONE	NONE	fig|155862.5.peg.802	NONE
all_I_2.0_c_0.4_m_maxbit	1102	membrane protein involved in the export of o-antigen and teichoic aci_ga0150974_157616	fig|155862.1.peg.513	NONE	fig|155862.4.peg.849	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	958	 gtp-binding conserved hypothetical protein tigr00650_ga0150971_102510	fig|155862.1.peg.276	NONE	NONE	NONE	fig|155862.2.peg.116
all_I_2.0_c_0.4_m_maxbit	325	hypothetical protein_ga0150971_10093	fig|155862.1.peg.97	NONE	fig|155862.4.peg.102	fig|155862.5.peg.495	fig|155862.2.peg.810
all_I_2.0_c_0.4_m_maxbit	1800	gamma-glutamyl cyclotransferase, aig2-like_ga0150974_102028	NONE	NONE	fig|155862.4.peg.87	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1247	 translation initiation factor 5a precursor (eif-5a)_ga0150972_119962	NONE	NONE	NONE	fig|155862.5.peg.494	fig|155862.2.peg.809
all_I_2.0_c_0.4_m_maxbit	632	hypothetical protein_ga0150972_11489	fig|155862.1.peg.150	NONE	fig|155862.4.peg.349	NONE	fig|155862.2.peg.553
all_I_2.0_c_0.4_m_maxbit	15	hypothetical protein_ga0150973_114116	fig|155862.1.peg.991	fig|155862.3.peg.177;fig|155862.3.peg.174	fig|155862.4.peg.560	fig|155862.5.peg.553	fig|155862.2.peg.877
all_I_2.0_c_0.4_m_maxbit	466	 membrane-bound hydrogenase subunit ehaq_ga0150971_112119	fig|155862.1.peg.1237	NONE	fig|155862.4.peg.387	NONE	fig|155862.2.peg.380
all_I_2.0_c_0.4_m_maxbit	1324	hypothetical protein_ga0150971_109517	fig|155862.1.peg.1064	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	713	5-methylthioadenosine/s-adenosylhomocysteine deaminase_ga0150972_12383	fig|155862.1.peg.950	NONE	fig|155862.4.peg.869	NONE	fig|155862.2.peg.931
all_I_2.0_c_0.4_m_maxbit	156	voltage-gated potassium channel_ga0150971_10652	fig|155862.1.peg.277;fig|155862.1.peg.709	NONE	fig|155862.4.peg.677	fig|155862.5.peg.343	NONE
all_I_2.0_c_0.4_m_maxbit	1571	s-layer protein, mj0822 family_ga0150972_113212	NONE	NONE	NONE	NONE	fig|155862.2.peg.440
all_I_2.0_c_0.4_m_maxbit	1469	hypothetical protein_ga0150971_113316	fig|155862.1.peg.1388	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	806	hypothetical protein_ga0150972_11599	fig|155862.1.peg.69	NONE	fig|155862.4.peg.739	NONE	fig|155862.2.peg.606
all_I_2.0_c_0.4_m_maxbit	237	v/a-type h+-transporting atpase subunit d_ga0150974_145822	fig|155862.1.peg.180	NONE	fig|155862.4.peg.745	fig|155862.5.peg.539	fig|155862.2.peg.1108
all_I_2.0_c_0.4_m_maxbit	1712	hypothetical protein_ga0150975_15262	NONE	NONE	NONE	fig|155862.5.peg.451	NONE
all_I_2.0_c_0.4_m_maxbit	1095	hypothetical protein_ga0150974_139517	fig|155862.1.peg.356	NONE	fig|155862.4.peg.684	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	951	hypothetical protein_ga0150971_10123	fig|155862.1.peg.480;fig|155862.1.peg.112	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	378	protein of unknown function (duf2666)_ga0150974_165512	fig|155862.1.peg.878	NONE	fig|155862.4.peg.921	fig|155862.5.peg.737	fig|155862.2.peg.758
all_I_2.0_c_0.4_m_maxbit	1793	hypothetical protein_ga0150974_135011	NONE	NONE	fig|155862.4.peg.621	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1236	uncharacterized protein (duf2258)_ga0150972_114360	NONE	NONE	NONE	fig|155862.5.peg.311	fig|155862.2.peg.541
all_I_2.0_c_0.4_m_maxbit	625	fumarate reductase flavoprotein c-term_ga0150971_113914	fig|155862.1.peg.1420	NONE	NONE	fig|155862.5.peg.410;fig|155862.5.peg.403	NONE
all_I_2.0_c_0.4_m_maxbit	4	class iii signal peptide_ga0150974_114314	fig|155862.1.peg.568;fig|155862.1.peg.567;fig|155862.1.peg.566	NONE	fig|155862.4.peg.238;fig|155862.4.peg.237;fig|155862.4.peg.236	fig|155862.5.peg.777	fig|155862.2.peg.498;fig|155862.2.peg.499
all_I_2.0_c_0.4_m_maxbit	459	hioredoxin reductase (nadph)_ga0150971_105513	fig|155862.1.peg.631	NONE	NONE	fig|155862.5.peg.546	fig|155862.2.peg.636
all_I_2.0_c_0.4_m_maxbit	1317	bacteriophage lambda head decoration protein d_ga0150971_109512	fig|155862.1.peg.1059	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	718	uncharacterized membrane protein_ga0150973_1053212	fig|155862.1.peg.382	fig|155862.3.peg.66	fig|155862.4.peg.517	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	149	asparagine synthase (glutamine-hydrolysing)_ga0150972_114340	fig|155862.1.peg.15	fig|155862.3.peg.130	fig|155862.4.peg.597	NONE	fig|155862.2.peg.521
all_I_2.0_c_0.4_m_maxbit	1624	cell division protein 48 (cdc48), n-terminal domain_ga0150975_11581	NONE	NONE	NONE	fig|155862.5.peg.125	NONE
all_I_2.0_c_0.4_m_maxbit	1458	hypothetical protein_ga0150971_113119	fig|155862.1.peg.1371	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	863	tigr00375 family protein_ga0150975_10791	fig|155862.1.peg.925	NONE	NONE	fig|155862.5.peg.101	fig|155862.2.peg.832
all_I_2.0_c_0.4_m_maxbit	226	 ssu ribosomal protein s12p_ga0150974_101716	fig|155862.1.peg.1432	NONE	fig|155862.4.peg.24	fig|155862.5.peg.759	fig|155862.2.peg.1067
all_I_2.0_c_0.4_m_maxbit	1705	ein of unknown function (duf2341)_ga0150972_12084	NONE	NONE	NONE	NONE	fig|155862.2.peg.887
all_I_2.0_c_0.4_m_maxbit	1148	 translation initiation factor 2 subunit alpha (aeif-2a)_ga0150971_105236	fig|155862.1.peg.593	NONE	NONE	NONE	fig|155862.2.peg.566
all_I_2.0_c_0.4_m_maxbit	537	rna-binding protein_ga0150971_112134	fig|155862.1.peg.1252	NONE	fig|155862.4.peg.278	NONE	fig|155862.2.peg.435
all_I_2.0_c_0.4_m_maxbit	940	eptidylprolyl isomerase_ga0150971_11001	fig|155862.1.peg.1094	NONE	fig|155862.4.peg.165	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	371	hypothetical protein_ga0150971_10773	fig|155862.1.peg.825	NONE	fig|155862.4.peg.577	fig|155862.5.peg.813	fig|155862.2.peg.751
all_I_2.0_c_0.4_m_maxbit	1798	hypothetical protein_ga0150974_145817	NONE	NONE	fig|155862.4.peg.740	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1229	tigr00304 family protein_ga0150975_132741	NONE	NONE	NONE	fig|155862.5.peg.264	fig|155862.2.peg.38
all_I_2.0_c_0.4_m_maxbit	630	 lsu ribosomal protein l7ae_ga0150971_105710	fig|155862.1.peg.661	NONE	NONE	fig|155862.5.peg.681;fig|155862.5.peg.577	NONE
all_I_2.0_c_0.4_m_maxbit	61	shikimate dehydrogenase_ga0150972_124939	fig|155862.1.peg.166	NONE	fig|155862.4.peg.629;fig|155862.4.peg.145	NONE	fig|155862.2.peg.1122;fig|155862.2.peg.894
all_I_2.0_c_0.4_m_maxbit	448	 trna(ile2) 2-agmatinylcytidine synthetase_ga0150974_114423	fig|155862.1.peg.1096	NONE	fig|155862.4.peg.263	NONE	fig|155862.2.peg.661
all_I_2.0_c_0.4_m_maxbit	1370	hypothetical protein_ga0150971_112126	fig|155862.1.peg.1244	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	711	 transcriptional regulator, arsr family_ga0150972_123830	fig|155862.1.peg.352	NONE	NONE	fig|155862.5.peg.567	fig|155862.2.peg.958
all_I_2.0_c_0.4_m_maxbit	138	hypothetical protein_ga0150973_102735	fig|155862.1.peg.1080	fig|155862.3.peg.12	fig|155862.4.peg.54	NONE	fig|155862.2.peg.213
all_I_2.0_c_0.4_m_maxbit	1617	hypothetical protein_ga0150975_180816	NONE	NONE	NONE	fig|155862.5.peg.694	NONE
all_I_2.0_c_0.4_m_maxbit	1451	hypothetical protein_ga0150972_126820	NONE	NONE	NONE	NONE	fig|155862.2.peg.1142
all_I_2.0_c_0.4_m_maxbit	852	type ii secretion system (t2ss), protein f_ga0150972_12033	fig|155862.1.peg.861	NONE	fig|155862.4.peg.412	NONE	fig|155862.2.peg.842
all_I_2.0_c_0.4_m_maxbit	283	ative atp-dependent dna ligase_ga0150975_188211	fig|155862.1.peg.376	fig|155862.3.peg.71	NONE	fig|155862.5.peg.812	fig|155862.2.peg.110
all_I_2.0_c_0.4_m_maxbit	1710	oligosaccharyl transferase stt3 subuni_ga0150974_15102	NONE	NONE	fig|155862.4.peg.791	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1141	hypothetical protein_ga0150971_105210	fig|155862.1.peg.569	NONE	fig|155862.4.peg.239	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	542	 valyl-trna synthetase_ga0150971_10471	fig|155862.1.peg.538	fig|155862.3.peg.187	NONE	NONE	fig|155862.2.peg.214
all_I_2.0_c_0.4_m_maxbit	933	 crispr-associated protein cas10/csm1, subtype iii-a/mtube_ga0150974_101738	fig|155862.1.peg.1088	NONE	fig|155862.4.peg.46	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	360	 deoxyhypusine synthase_ga0150972_116638	fig|155862.1.peg.761	NONE	fig|155862.4.peg.881	fig|155862.5.peg.632	fig|155862.2.peg.699
all_I_2.0_c_0.4_m_maxbit	1218	hypothetical protein_ga0150972_11941	NONE	NONE	NONE	NONE	fig|155862.2.peg.749;fig|155862.2.peg.8
all_I_2.0_c_0.4_m_maxbit	623	 3-hydroxy-3-methylglutaryl-coenzyme a reductase_ga0150972_119921	fig|155862.1.peg.1403	NONE	fig|155862.4.peg.245	NONE	fig|155862.2.peg.769
all_I_2.0_c_0.4_m_maxbit	50	aldehyde ferredoxin oxidoreductase_ga0150974_12749	fig|155862.1.peg.909	NONE	fig|155862.4.peg.489;fig|155862.4.peg.488;fig|155862.4.peg.497	NONE	fig|155862.2.peg.335
all_I_2.0_c_0.4_m_maxbit	505	yridoxal 5'-phosphate synthase, glutaminase subunit pdx2_ga0150972_11242	fig|155862.1.peg.470	NONE	NONE	fig|155862.5.peg.167	fig|155862.2.peg.406
all_I_2.0_c_0.4_m_maxbit	1363	ion channel_ga0150972_12432	NONE	NONE	NONE	NONE	fig|155862.2.peg.1012
all_I_2.0_c_0.4_m_maxbit	764	 diaminopimelate epimerase_ga0150972_108219	fig|155862.1.peg.557	NONE	NONE	fig|155862.5.peg.464	fig|155862.2.peg.265
all_I_2.0_c_0.4_m_maxbit	131	 2,5-diamino-6-(5-phosphoribosylamino)pyrimidin-4(3h)-one reductase_ga0150975_16205	fig|155862.1.peg.1070	NONE	fig|155862.4.peg.171	fig|155862.5.peg.489	fig|155862.2.peg.804
all_I_2.0_c_0.4_m_maxbit	1622	hypothetical protein_ga0150972_116628	NONE	NONE	NONE	NONE	fig|155862.2.peg.689
all_I_2.0_c_0.4_m_maxbit	1053	glycosyltransferase involved in cell wall bisynthesis_ga0150971_10039	fig|155862.1.peg.22	fig|155862.3.peg.139	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1440	iphthine synthase_ga0150972_102910	NONE	NONE	NONE	NONE	fig|155862.2.peg.135
all_I_2.0_c_0.4_m_maxbit	845	hypothetical protein_ga0150972_109548	fig|155862.1.peg.849	NONE	fig|155862.4.peg.423	NONE	fig|155862.2.peg.356
all_I_2.0_c_0.4_m_maxbit	272	sporulation protein ylmc, prc-barrel domain family_ga0150971_10044	fig|155862.1.peg.32	NONE	fig|155862.4.peg.713	fig|155862.5.peg.233	fig|155862.2.peg.589
all_I_2.0_c_0.4_m_maxbit	1703	exodeoxyribonuclease v alpha subuni_ga0150971_100812	fig|155862.1.peg.94	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1130	 ll-diaminopimelate aminotransferase apoenzyme_ga0150971_10604	fig|155862.1.peg.692	NONE	NONE	NONE	fig|155862.2.peg.123
all_I_2.0_c_0.4_m_maxbit	535	 dna-binding tfar19-related protein_ga0150974_11573	fig|155862.1.peg.1250	NONE	fig|155862.4.peg.280	NONE	fig|155862.2.peg.433
all_I_2.0_c_0.4_m_maxbit	986	udp-n-acetylglucosamine--dolichyl-phosphate n-acetylglucosaminephosphotransferase_ga0150974_13654	fig|155862.1.peg.1214	NONE	fig|155862.4.peg.639	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	353	 trna 2-selenouridine synthase rhodanese-like subuni_ga0150975_14213	fig|155862.1.peg.745	NONE	fig|155862.4.peg.444	fig|155862.5.peg.387	fig|155862.2.peg.370
all_I_2.0_c_0.4_m_maxbit	1275	uncharacterized conserved protein, contains hepn domain_ga0150971_109348	fig|155862.1.peg.1011	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	612	tigr00269 family protein_ga0150971_107312	fig|155862.1.peg.774	NONE	fig|155862.4.peg.333	NONE	fig|155862.2.peg.747
all_I_2.0_c_0.4_m_maxbit	43	hypothetical protein_ga0150975_101331	fig|155862.1.peg.1198	NONE	NONE	fig|155862.5.peg.44;fig|155862.5.peg.43	fig|155862.2.peg.137;fig|155862.2.peg.136
all_I_2.0_c_0.4_m_maxbit	510	 lsu ribosomal protein l30p_ga0150972_102635	fig|155862.1.peg.1217	NONE	fig|155862.4.peg.642	NONE	fig|155862.2.peg.41
all_I_2.0_c_0.4_m_maxbit	1352	tpr repeat-containing protein_ga0150975_10021	NONE	NONE	NONE	fig|155862.5.peg.1	NONE
all_I_2.0_c_0.4_m_maxbit	757	 atp phosphoribosyltransferase (homohexameric)_ga0150972_124370	fig|155862.1.peg.535	NONE	fig|155862.4.peg.856	NONE	fig|155862.2.peg.1078
all_I_2.0_c_0.4_m_maxbit	184	glycosyltransferase involved in cell wall bisynthesis_ga0150973_1053213	NONE	fig|155862.3.peg.67	fig|155862.4.peg.296	fig|155862.5.peg.304	fig|155862.2.peg.649
all_I_2.0_c_0.4_m_maxbit	1615	hypothetical protein_ga0150971_105218	fig|155862.1.peg.576	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1042	methyltransferase, fkbm family_ga0150974_132222	NONE	NONE	fig|155862.4.peg.601	fig|155862.5.peg.303	NONE
all_I_2.0_c_0.4_m_maxbit	1497	hypothetical protein_ga0150975_18081	NONE	NONE	NONE	fig|155862.5.peg.679	NONE
all_I_2.0_c_0.4_m_maxbit	834	anthranilate phosphoribosyltransferase_ga0150974_15397	fig|155862.1.peg.791	NONE	fig|155862.4.peg.806	NONE	fig|155862.2.peg.677
all_I_2.0_c_0.4_m_maxbit	265	mscs family membrane protein_ga0150975_16264	fig|155862.1.peg.526	NONE	fig|155862.4.peg.568	fig|155862.5.peg.507	fig|155862.2.peg.416
all_I_2.0_c_0.4_m_maxbit	1756	hypothetical protein_ga0150975_11588	NONE	NONE	NONE	fig|155862.5.peg.132	NONE
all_I_2.0_c_0.4_m_maxbit	1123	 phosphomannomutase_ga0150972_102693	fig|155862.1.peg.463	NONE	NONE	NONE	fig|155862.2.peg.97
all_I_2.0_c_0.4_m_maxbit	524	 membrane-bound hydrogenase subunit ehal_ga0150974_122617	fig|155862.1.peg.1232	NONE	fig|155862.4.peg.392	NONE	fig|155862.2.peg.385
all_I_2.0_c_0.4_m_maxbit	979	metal-binding-domain/4fe-4s-binding-domain containing abc transporter, atp-binding protein_ga0150971_11165	fig|155862.1.peg.1191	NONE	NONE	NONE	fig|155862.2.peg.94
all_I_2.0_c_0.4_m_maxbit	358	predicted metal-binding protein_ga0150971_10729	fig|155862.1.peg.757	NONE	fig|155862.4.peg.885	fig|155862.5.peg.637	fig|155862.2.peg.865
all_I_2.0_c_0.4_m_maxbit	1837	hypothetical protein_ga0150975_188511	NONE	NONE	NONE	fig|155862.5.peg.836	NONE
all_I_2.0_c_0.4_m_maxbit	1264	hemotaxis protein chec_ga0150975_18118	NONE	NONE	NONE	fig|155862.5.peg.828;fig|155862.5.peg.699	NONE
all_I_2.0_c_0.4_m_maxbit	669	 formylmethanofuran dehydrogenase, subunit d_ga0150971_102316	fig|155862.1.peg.248	NONE	NONE	fig|155862.5.peg.716	fig|155862.2.peg.427
all_I_2.0_c_0.4_m_maxbit	32	4fe-4s ferredoxin_ga0150971_102314	fig|155862.1.peg.246	NONE	fig|155862.4.peg.563	fig|155862.5.peg.714;fig|155862.5.peg.93	fig|155862.2.peg.422
all_I_2.0_c_0.4_m_maxbit	503	 prephenate dehydrogenase_ga0150975_186213	fig|155862.1.peg.268	NONE	NONE	fig|155862.5.peg.764	fig|155862.2.peg.1058
all_I_2.0_c_0.4_m_maxbit	1345	hypothetical protein_ga0150975_16425	NONE	NONE	NONE	fig|155862.5.peg.556	NONE
all_I_2.0_c_0.4_m_maxbit	746	 ribosomal biogenesis protein, containing brix domain_ga0150974_15769	fig|155862.1.peg.508	NONE	fig|155862.4.peg.842	NONE	fig|155862.2.peg.820
all_I_2.0_c_0.4_m_maxbit	177	 lsu ribosomal protein l24a_ga0150971_112216	fig|155862.1.peg.1271	NONE	fig|155862.4.peg.64	NONE	fig|155862.2.peg.451;fig|155862.2.peg.233
